Epsilon , 	 Path L ,	 Time[s]
0.2 ,	60 ,	0.139
0.2 ,	69 ,	0.249
0.2 ,	67 ,	0.169
0.2 ,	57 ,	0.106
0.2 ,	74 ,	0.446
0.2 ,	69 ,	0.184
0.2 ,	74 ,	0.197
0.2 ,	89 ,	0.55
0.2 ,	70 ,	0.211
0.2 ,	81 ,	0.429
0.2 ,	59 ,	0.307
0.2 ,	75 ,	0.385
0.2 ,	64 ,	0.44
0.2 ,	62 ,	0.298
0.2 ,	84 ,	0.699
0.2 ,	83 ,	0.411
0.2 ,	70 ,	0.252
0.2 ,	60 ,	0.129
0.2 ,	66 ,	0.353
0.2 ,	72 ,	0.235
0.2 ,	61 ,	0.376
0.2 ,	73 ,	0.285
0.2 ,	67 ,	0.144
0.2 ,	70 ,	0.327
0.2 ,	61 ,	0.151
0.2 ,	70 ,	0.454
0.2 ,	63 ,	0.348
0.2 ,	100 ,	0.601
0.2 ,	64 ,	0.193
0.2 ,	61 ,	0.144
0.2 ,	63 ,	0.221
0.2 ,	63 ,	0.222
0.2 ,	79 ,	0.592
0.2 ,	66 ,	0.519
0.2 ,	65 ,	0.14
0.2 ,	70 ,	0.402
0.2 ,	63 ,	0.139
0.2 ,	75 ,	0.212
0.2 ,	78 ,	0.286
0.2 ,	87 ,	0.431
0.2 ,	91 ,	0.397
0.2 ,	64 ,	0.586
0.2 ,	74 ,	0.182
0.2 ,	57 ,	0.136
0.2 ,	74 ,	0.66
0.2 ,	63 ,	0.203
0.2 ,	65 ,	0.203
0.2 ,	86 ,	0.539
0.2 ,	66 ,	0.322
0.2 ,	74 ,	0.254
0.2 ,	73 ,	0.28
0.2 ,	73 ,	0.381
0.2 ,	69 ,	0.249
0.2 ,	71 ,	0.211
0.2 ,	68 ,	0.237
0.2 ,	73 ,	0.709
0.2 ,	78 ,	0.15
0.2 ,	62 ,	0.435
0.2 ,	82 ,	0.35
0.2 ,	80 ,	0.488
0.2 ,	62 ,	0.207
0.2 ,	65 ,	0.369
0.2 ,	68 ,	0.224
0.2 ,	60 ,	0.227
0.2 ,	68 ,	0.246
0.2 ,	63 ,	0.306
0.2 ,	72 ,	1.268
0.2 ,	87 ,	0.677
0.2 ,	71 ,	0.288
0.2 ,	60 ,	0.266
0.2 ,	66 ,	0.271
0.2 ,	85 ,	0.322
0.2 ,	73 ,	0.348
0.2 ,	90 ,	0.754
0.2 ,	57 ,	0.488
0.2 ,	57 ,	0.091
0.2 ,	69 ,	0.243
0.2 ,	70 ,	0.299
0.2 ,	75 ,	0.376
0.2 ,	73 ,	0.333
0.2 ,	68 ,	0.459
0.2 ,	87 ,	0.444
0.2 ,	76 ,	0.325
0.2 ,	71 ,	0.37
0.2 ,	72 ,	0.5
0.2 ,	62 ,	0.184
0.2 ,	72 ,	0.599
0.2 ,	66 ,	0.327
0.2 ,	68 ,	0.238
0.2 ,	73 ,	0.273
0.2 ,	79 ,	0.796
0.2 ,	77 ,	0.344
0.2 ,	78 ,	0.364
0.2 ,	65 ,	0.343
0.2 ,	78 ,	0.43
0.2 ,	57 ,	0.236
0.2 ,	79 ,	0.386
0.2 ,	75 ,	0.352
0.2 ,	61 ,	0.25
0.2 ,	66 ,	0.517
0.2 ,	58 ,	0.22
0.2 ,	61 ,	0.209
0.2 ,	54 ,	0.129
0.2 ,	58 ,	0.135
0.2 ,	93 ,	0.339
0.2 ,	65 ,	0.317
0.2 ,	66 ,	0.489
0.2 ,	59 ,	0.146
0.2 ,	59 ,	0.203
0.2 ,	66 ,	0.359
0.2 ,	66 ,	0.169
0.2 ,	77 ,	0.633
0.2 ,	73 ,	0.406
0.2 ,	58 ,	0.183
0.2 ,	85 ,	0.364
0.2 ,	68 ,	0.186
0.2 ,	71 ,	0.207
0.2 ,	62 ,	0.173
0.2 ,	103 ,	1.334
0.2 ,	66 ,	0.202
0.2 ,	56 ,	0.122
0.2 ,	69 ,	1.118
0.2 ,	69 ,	0.191
0.2 ,	74 ,	0.856
0.2 ,	65 ,	0.217
0.2 ,	75 ,	0.742
0.2 ,	66 ,	0.315
0.2 ,	64 ,	0.255
0.2 ,	71 ,	0.343
0.2 ,	67 ,	0.251
0.2 ,	74 ,	1.202
0.2 ,	64 ,	0.142
0.2 ,	63 ,	0.268
0.2 ,	70 ,	0.984
0.2 ,	86 ,	0.821
0.2 ,	89 ,	0.404
0.2 ,	79 ,	0.215
0.2 ,	69 ,	0.408
0.2 ,	63 ,	0.163
0.2 ,	80 ,	0.947
0.2 ,	54 ,	0.157
0.2 ,	78 ,	0.276
0.2 ,	86 ,	0.63
0.2 ,	69 ,	0.385
0.2 ,	88 ,	0.517
0.2 ,	71 ,	0.388
0.2 ,	73 ,	0.263
0.2 ,	65 ,	0.508
0.2 ,	69 ,	0.196
0.2 ,	61 ,	0.154
0.2 ,	84 ,	0.486
0.2 ,	72 ,	0.207
0.2 ,	63 ,	0.356
0.2 ,	72 ,	0.232
0.2 ,	84 ,	0.407
0.2 ,	58 ,	0.117
0.2 ,	65 ,	0.242
0.2 ,	77 ,	1.041
0.2 ,	57 ,	0.081
0.2 ,	73 ,	0.722
0.2 ,	72 ,	0.215
0.2 ,	61 ,	0.161
0.2 ,	59 ,	0.148
0.2 ,	66 ,	0.325
0.2 ,	61 ,	0.274
0.2 ,	57 ,	0.116
0.2 ,	79 ,	0.549
0.2 ,	65 ,	0.156
0.2 ,	83 ,	0.292
0.2 ,	71 ,	0.369
0.2 ,	79 ,	0.55
0.2 ,	57 ,	0.154
0.2 ,	77 ,	0.332
0.2 ,	71 ,	0.36
0.2 ,	64 ,	0.354
0.2 ,	72 ,	0.258
0.2 ,	73 ,	0.342
0.2 ,	67 ,	0.359
0.2 ,	59 ,	0.175
0.2 ,	59 ,	0.11
0.2 ,	89 ,	0.513
0.2 ,	65 ,	0.258
0.2 ,	55 ,	0.081
0.2 ,	58 ,	0.154
0.2 ,	61 ,	0.165
0.2 ,	79 ,	0.362
0.2 ,	66 ,	0.313
0.2 ,	70 ,	0.229
0.2 ,	77 ,	0.223
0.2 ,	73 ,	0.23
0.2 ,	85 ,	0.454
0.2 ,	58 ,	0.211
0.2 ,	62 ,	0.123
0.2 ,	67 ,	0.291
0.2 ,	63 ,	0.296
0.2 ,	73 ,	0.235
0.2 ,	75 ,	0.715
0.2 ,	64 ,	0.522
0.2 ,	65 ,	0.321
0.2 ,	63 ,	0.207
0.2 ,	83 ,	0.481
0.2 ,	59 ,	0.159
0.2 ,	80 ,	0.238
0.2 ,	66 ,	0.25
0.2 ,	70 ,	0.319
0.2 ,	79 ,	0.447
0.2 ,	63 ,	0.175
0.2 ,	66 ,	0.195
0.2 ,	65 ,	0.674
0.2 ,	83 ,	0.339
0.2 ,	70 ,	0.285
0.2 ,	79 ,	0.634
0.2 ,	77 ,	0.275
0.2 ,	76 ,	0.287
0.2 ,	79 ,	0.468
0.2 ,	85 ,	0.758
0.2 ,	80 ,	0.539
0.2 ,	64 ,	0.279
0.2 ,	68 ,	0.212
0.2 ,	74 ,	0.473
0.2 ,	79 ,	0.22
0.2 ,	87 ,	0.34
0.2 ,	64 ,	0.284
0.2 ,	83 ,	0.63
0.2 ,	56 ,	0.214
0.2 ,	69 ,	0.202
0.2 ,	80 ,	0.708
0.2 ,	87 ,	0.369
0.2 ,	76 ,	0.233
0.2 ,	57 ,	0.192
0.2 ,	55 ,	0.092
0.2 ,	86 ,	0.471
0.2 ,	59 ,	0.146
0.2 ,	61 ,	0.145
0.2 ,	77 ,	0.302
0.2 ,	72 ,	0.451
0.2 ,	55 ,	0.128
0.2 ,	69 ,	0.542
0.2 ,	58 ,	0.154
0.2 ,	60 ,	0.134
0.2 ,	88 ,	0.411
0.2 ,	87 ,	0.472
0.2 ,	59 ,	0.29
0.2 ,	63 ,	0.194
0.2 ,	65 ,	0.243
0.2 ,	64 ,	0.177
0.2 ,	85 ,	0.293
0.2 ,	77 ,	0.225
0.2 ,	92 ,	0.523
0.2 ,	63 ,	0.277
0.2 ,	57 ,	0.146
0.2 ,	73 ,	0.265
0.2 ,	63 ,	0.194
0.2 ,	68 ,	0.473
0.2 ,	72 ,	0.332
0.2 ,	78 ,	0.362
0.2 ,	69 ,	0.511
0.2 ,	55 ,	0.121
0.2 ,	64 ,	0.145
0.2 ,	76 ,	0.35
0.2 ,	72 ,	0.34
0.2 ,	64 ,	0.345
0.2 ,	75 ,	0.434
0.2 ,	67 ,	0.141
0.2 ,	61 ,	0.132
0.2 ,	71 ,	0.234
0.2 ,	84 ,	0.344
0.2 ,	76 ,	0.455
0.2 ,	76 ,	0.255
0.2 ,	70 ,	0.247
0.2 ,	69 ,	0.356
0.2 ,	82 ,	0.577
0.2 ,	80 ,	0.383
0.2 ,	71 ,	0.55
0.2 ,	63 ,	0.244
0.2 ,	62 ,	1.056
0.2 ,	72 ,	0.503
0.2 ,	78 ,	0.279
0.2 ,	71 ,	0.305
0.2 ,	74 ,	0.448
0.2 ,	63 ,	0.193
0.2 ,	62 ,	0.205
0.2 ,	58 ,	0.456
0.2 ,	78 ,	0.465
0.2 ,	69 ,	1.171
0.2 ,	66 ,	0.223
0.2 ,	86 ,	0.282
0.2 ,	66 ,	0.227
0.2 ,	71 ,	0.197
0.2 ,	55 ,	0.175
0.2 ,	78 ,	0.736
0.2 ,	87 ,	0.42
0.2 ,	60 ,	0.184
0.2 ,	65 ,	0.258
0.2 ,	63 ,	0.852
0.2 ,	72 ,	0.337
0.2 ,	60 ,	0.199
0.2 ,	57 ,	0.339
0.2 ,	76 ,	0.231
0.2 ,	74 ,	0.318
0.2 ,	59 ,	0.146
0.2 ,	69 ,	0.225
0.2 ,	65 ,	0.18
0.2 ,	68 ,	0.2
0.2 ,	69 ,	0.342
0.2 ,	84 ,	0.236
0.2 ,	81 ,	0.66
0.2 ,	68 ,	0.297
0.2 ,	79 ,	0.351
0.2 ,	63 ,	0.157
0.2 ,	86 ,	0.528
0.2 ,	75 ,	0.301
0.2 ,	86 ,	0.302
0.2 ,	76 ,	0.234
0.2 ,	66 ,	0.23
0.2 ,	59 ,	0.141
0.2 ,	72 ,	0.355
0.2 ,	55 ,	0.411
0.2 ,	100 ,	0.543
0.2 ,	58 ,	0.1
0.2 ,	83 ,	0.432
0.2 ,	64 ,	0.151
0.2 ,	67 ,	0.179
0.2 ,	59 ,	0.161
0.2 ,	57 ,	0.194
0.2 ,	73 ,	0.221
0.2 ,	79 ,	0.329
0.2 ,	81 ,	0.799
0.2 ,	69 ,	0.232
0.2 ,	70 ,	0.466
0.2 ,	56 ,	0.282
0.2 ,	65 ,	0.11
0.2 ,	70 ,	0.233
0.2 ,	73 ,	0.279
0.2 ,	62 ,	0.254
0.2 ,	67 ,	0.344
0.2 ,	71 ,	0.497
0.2 ,	62 ,	0.117
0.2 ,	70 ,	0.381
0.2 ,	72 ,	0.32
0.2 ,	73 ,	0.54
0.2 ,	100 ,	0.601
0.2 ,	71 ,	0.281
0.2 ,	54 ,	0.095
0.2 ,	56 ,	0.235
0.2 ,	76 ,	0.242
0.2 ,	83 ,	0.254
0.2 ,	68 ,	0.301
0.2 ,	59 ,	0.13
0.2 ,	76 ,	0.273
0.2 ,	67 ,	0.348
0.2 ,	71 ,	0.228
0.2 ,	77 ,	0.875
0.2 ,	60 ,	0.539
0.2 ,	63 ,	0.276
0.2 ,	66 ,	0.218
0.2 ,	80 ,	0.391
0.2 ,	62 ,	0.184
0.2 ,	75 ,	0.628
0.2 ,	81 ,	0.486
0.2 ,	70 ,	0.689
0.2 ,	72 ,	0.255
0.2 ,	79 ,	0.461
0.2 ,	59 ,	0.238
0.2 ,	70 ,	0.563
0.2 ,	60 ,	0.138
0.2 ,	76 ,	0.233
0.2 ,	61 ,	0.169
0.2 ,	69 ,	0.25
0.2 ,	66 ,	0.187
0.2 ,	62 ,	0.301
0.2 ,	69 ,	0.332
0.2 ,	62 ,	0.143
0.2 ,	64 ,	0.629
0.2 ,	70 ,	0.287
0.2 ,	76 ,	0.438
0.2 ,	78 ,	0.339
0.2 ,	60 ,	0.134
0.2 ,	60 ,	0.288
0.2 ,	67 ,	0.25
0.2 ,	87 ,	0.659
0.2 ,	70 ,	0.267
0.2 ,	63 ,	0.175
0.2 ,	93 ,	0.316
0.2 ,	70 ,	0.236
0.2 ,	61 ,	0.201
0.2 ,	60 ,	0.158
0.2 ,	73 ,	0.343
0.2 ,	62 ,	0.173
0.2 ,	85 ,	0.421
0.2 ,	92 ,	1.549
0.2 ,	67 ,	0.359
0.2 ,	62 ,	0.514
0.2 ,	74 ,	0.531
0.2 ,	62 ,	0.221
0.2 ,	68 ,	0.286
0.2 ,	64 ,	0.241
0.2 ,	70 ,	0.422
0.2 ,	60 ,	0.149
0.2 ,	61 ,	0.237
0.2 ,	64 ,	0.736
0.2 ,	68 ,	0.493
0.2 ,	70 ,	0.331
0.2 ,	106 ,	0.644
0.2 ,	76 ,	0.291
0.2 ,	79 ,	0.223
0.2 ,	74 ,	0.326
0.2 ,	69 ,	0.27
0.2 ,	89 ,	0.349
0.2 ,	77 ,	0.335
0.2 ,	61 ,	0.299
0.2 ,	72 ,	0.307
0.2 ,	69 ,	0.311
0.2 ,	70 ,	0.285
0.2 ,	81 ,	0.565
0.2 ,	64 ,	0.314
0.2 ,	69 ,	0.192
0.2 ,	64 ,	0.303
0.2 ,	69 ,	0.277
0.2 ,	73 ,	1.034
0.2 ,	82 ,	0.2
0.2 ,	62 ,	0.433
0.2 ,	59 ,	0.119
0.2 ,	60 ,	0.454
0.2 ,	68 ,	0.202
0.2 ,	58 ,	0.125
0.2 ,	71 ,	0.244
0.2 ,	70 ,	0.559
0.2 ,	77 ,	0.494
0.2 ,	70 ,	0.279
0.2 ,	67 ,	0.193
0.2 ,	61 ,	0.134
0.2 ,	77 ,	0.643
0.2 ,	59 ,	0.183
0.2 ,	80 ,	0.281
0.2 ,	74 ,	0.486
0.2 ,	69 ,	0.327
0.2 ,	78 ,	0.542
0.2 ,	64 ,	0.678
0.2 ,	66 ,	0.273
0.2 ,	69 ,	0.306
0.2 ,	67 ,	0.23
0.2 ,	64 ,	0.115
0.2 ,	56 ,	0.176
0.2 ,	69 ,	0.195
0.2 ,	60 ,	0.198
0.2 ,	68 ,	0.49
0.2 ,	59 ,	0.202
0.2 ,	62 ,	0.14
0.2 ,	80 ,	0.734
0.2 ,	68 ,	0.633
0.2 ,	82 ,	0.322
0.2 ,	53 ,	0.15
0.2 ,	63 ,	0.651
0.2 ,	64 ,	0.232
0.2 ,	71 ,	0.293
0.2 ,	70 ,	0.362
0.2 ,	58 ,	0.131
0.2 ,	91 ,	0.6
0.2 ,	59 ,	0.187
0.2 ,	62 ,	0.137
0.2 ,	64 ,	0.166
0.2 ,	54 ,	0.115
0.2 ,	62 ,	0.265
0.2 ,	61 ,	0.172
0.2 ,	85 ,	0.393
0.2 ,	63 ,	0.178
0.2 ,	80 ,	0.521
0.2 ,	56 ,	0.1
0.2 ,	59 ,	0.26
0.2 ,	71 ,	0.513
0.2 ,	59 ,	0.219
0.2 ,	80 ,	0.475
0.2 ,	67 ,	0.188
0.2 ,	75 ,	1.151
0.2 ,	72 ,	0.212
0.2 ,	65 ,	0.184
0.2 ,	66 ,	0.284
0.2 ,	60 ,	0.128
0.2 ,	59 ,	0.124
0.2 ,	71 ,	0.42
0.2 ,	74 ,	0.336
0.2 ,	63 ,	0.289
0.2 ,	62 ,	0.347
0.2 ,	79 ,	0.564
0.2 ,	64 ,	0.13
0.2 ,	84 ,	0.46
0.2 ,	62 ,	0.333
0.2 ,	66 ,	0.212
0.2 ,	59 ,	0.218
0.2 ,	86 ,	0.554
0.2 ,	74 ,	0.645
0.2 ,	80 ,	0.879
0.2 ,	64 ,	0.263
0.2 ,	58 ,	0.127
0.2 ,	53 ,	0.141
0.2 ,	82 ,	0.537
0.2 ,	59 ,	0.3
0.2 ,	60 ,	0.151
0.2 ,	105 ,	0.469
0.2 ,	58 ,	0.105
0.2 ,	68 ,	0.455
0.2 ,	63 ,	0.368
0.2 ,	84 ,	0.363
0.2 ,	103 ,	0.364
0.2 ,	58 ,	0.154
0.2 ,	65 ,	0.305
0.2 ,	73 ,	0.59
0.2 ,	73 ,	0.839
0.2 ,	59 ,	0.191
0.2 ,	92 ,	0.445
0.2 ,	76 ,	0.42
0.2 ,	90 ,	1.052
0.2 ,	63 ,	0.155
0.2 ,	57 ,	0.17
0.2 ,	64 ,	0.261
0.2 ,	80 ,	0.543
0.2 ,	59 ,	0.131
0.2 ,	87 ,	0.592
0.2 ,	68 ,	0.269
0.2 ,	76 ,	0.242
0.2 ,	62 ,	0.309
0.2 ,	60 ,	0.23
0.2 ,	69 ,	0.347
0.2 ,	58 ,	0.17
0.2 ,	62 ,	0.178
0.2 ,	72 ,	0.324
0.2 ,	73 ,	0.327
0.2 ,	66 ,	0.521
0.2 ,	65 ,	0.669
0.2 ,	56 ,	0.311
0.2 ,	56 ,	0.145
0.2 ,	74 ,	0.507
0.2 ,	59 ,	0.107
0.2 ,	64 ,	0.215
0.2 ,	73 ,	0.251
0.2 ,	75 ,	0.519
0.2 ,	91 ,	0.439
0.2 ,	62 ,	0.679
0.2 ,	81 ,	0.319
0.2 ,	77 ,	0.353
0.2 ,	75 ,	0.204
0.2 ,	65 ,	0.303
0.2 ,	57 ,	0.114
0.2 ,	66 ,	0.216
0.2 ,	76 ,	0.482
0.2 ,	63 ,	0.775
0.2 ,	110 ,	1.041
0.2 ,	66 ,	0.273
0.2 ,	82 ,	0.467
0.2 ,	55 ,	0.339
0.2 ,	82 ,	1.222
0.2 ,	67 ,	0.255
0.2 ,	60 ,	0.144
0.2 ,	71 ,	0.347
0.2 ,	70 ,	0.273
0.2 ,	66 ,	0.295
0.2 ,	95 ,	0.467
0.2 ,	65 ,	0.571
0.2 ,	63 ,	0.173
0.2 ,	60 ,	0.196
0.2 ,	68 ,	0.219
0.2 ,	63 ,	0.399
0.2 ,	66 ,	0.334
0.2 ,	82 ,	0.537
0.2 ,	62 ,	0.158
0.2 ,	80 ,	0.825
0.2 ,	57 ,	0.131
0.2 ,	65 ,	0.354
0.2 ,	83 ,	0.442
0.2 ,	67 ,	0.379
0.2 ,	80 ,	0.45
0.2 ,	86 ,	0.552
0.2 ,	64 ,	0.432
0.3 ,	44 ,	0.113
0.3 ,	51 ,	0.765
0.3 ,	52 ,	0.316
0.3 ,	68 ,	0.361
0.3 ,	45 ,	0.189
0.3 ,	42 ,	0.167
0.3 ,	50 ,	0.387
0.3 ,	38 ,	0.093
0.3 ,	42 ,	0.13
0.3 ,	67 ,	0.543
0.3 ,	44 ,	0.403
0.3 ,	46 ,	0.142
0.3 ,	57 ,	0.178
0.3 ,	52 ,	0.283
0.3 ,	48 ,	0.281
0.3 ,	42 ,	0.125
0.3 ,	47 ,	0.169
0.3 ,	48 ,	0.37
0.3 ,	43 ,	0.332
0.3 ,	46 ,	0.288
0.3 ,	49 ,	0.246
0.3 ,	47 ,	0.269
0.3 ,	43 ,	0.293
0.3 ,	37 ,	0.08
0.3 ,	44 ,	0.124
0.3 ,	55 ,	0.366
0.3 ,	46 ,	0.272
0.3 ,	54 ,	0.426
0.3 ,	66 ,	0.396
0.3 ,	41 ,	0.131
0.3 ,	42 ,	0.186
0.3 ,	49 ,	0.156
0.3 ,	38 ,	0.095
0.3 ,	41 ,	0.15
0.3 ,	40 ,	0.141
0.3 ,	49 ,	0.564
0.3 ,	44 ,	0.21
0.3 ,	47 ,	0.194
0.3 ,	40 ,	0.181
0.3 ,	43 ,	0.511
0.3 ,	41 ,	0.123
0.3 ,	37 ,	0.106
0.3 ,	55 ,	0.419
0.3 ,	46 ,	0.265
0.3 ,	42 ,	0.267
0.3 ,	50 ,	0.286
0.3 ,	45 ,	0.175
0.3 ,	55 ,	0.483
0.3 ,	36 ,	0.088
0.3 ,	58 ,	0.293
0.3 ,	46 ,	0.146
0.3 ,	55 ,	0.341
0.3 ,	40 ,	0.12
0.3 ,	43 ,	0.129
0.3 ,	48 ,	0.248
0.3 ,	51 ,	0.279
0.3 ,	40 ,	0.194
0.3 ,	53 ,	0.149
0.3 ,	59 ,	0.5
0.3 ,	45 ,	0.217
0.3 ,	64 ,	0.487
0.3 ,	45 ,	0.249
0.3 ,	49 ,	0.248
0.3 ,	48 ,	0.273
0.3 ,	37 ,	0.165
0.3 ,	45 ,	0.961
0.3 ,	37 ,	0.103
0.3 ,	45 ,	0.201
0.3 ,	54 ,	0.668
0.3 ,	51 ,	0.671
0.3 ,	43 ,	0.148
0.3 ,	46 ,	0.215
0.3 ,	43 ,	0.172
0.3 ,	66 ,	0.248
0.3 ,	41 ,	0.115
0.3 ,	54 ,	0.292
0.3 ,	49 ,	0.236
0.3 ,	40 ,	0.139
0.3 ,	44 ,	0.199
0.3 ,	60 ,	0.375
0.3 ,	48 ,	0.162
0.3 ,	42 ,	0.098
0.3 ,	56 ,	0.378
0.3 ,	47 ,	0.456
0.3 ,	39 ,	0.121
0.3 ,	49 ,	0.234
0.3 ,	53 ,	0.397
0.3 ,	55 ,	0.259
0.3 ,	39 ,	0.114
0.3 ,	44 ,	0.364
0.3 ,	48 ,	0.159
0.3 ,	46 ,	0.17
0.3 ,	41 ,	0.135
0.3 ,	47 ,	0.323
0.3 ,	47 ,	0.133
0.3 ,	72 ,	1.066
0.3 ,	46 ,	0.334
0.3 ,	46 ,	0.387
0.3 ,	53 ,	0.586
0.3 ,	41 ,	0.076
0.3 ,	38 ,	0.087
0.3 ,	56 ,	0.762
0.3 ,	55 ,	0.301
0.3 ,	46 ,	0.226
0.3 ,	44 ,	0.225
0.3 ,	41 ,	0.082
0.3 ,	50 ,	0.331
0.3 ,	43 ,	0.191
0.3 ,	55 ,	0.671
0.3 ,	59 ,	0.358
0.3 ,	44 ,	0.15
0.3 ,	45 ,	0.208
0.3 ,	40 ,	0.204
0.3 ,	52 ,	0.798
0.3 ,	41 ,	0.185
0.3 ,	49 ,	0.157
0.3 ,	48 ,	0.305
0.3 ,	40 ,	0.235
0.3 ,	37 ,	0.083
0.3 ,	40 ,	0.176
0.3 ,	52 ,	0.422
0.3 ,	43 ,	0.293
0.3 ,	39 ,	0.155
0.3 ,	50 ,	0.3
0.3 ,	58 ,	0.35
0.3 ,	43 ,	0.457
0.3 ,	47 ,	0.227
0.3 ,	68 ,	0.559
0.3 ,	40 ,	0.119
0.3 ,	54 ,	0.452
0.3 ,	58 ,	0.224
0.3 ,	52 ,	0.373
0.3 ,	48 ,	0.205
0.3 ,	40 ,	0.082
0.3 ,	40 ,	0.147
0.3 ,	49 ,	0.187
0.3 ,	49 ,	0.379
0.3 ,	43 ,	0.168
0.3 ,	47 ,	0.2
0.3 ,	58 ,	0.946
0.3 ,	60 ,	0.447
0.3 ,	36 ,	0.057
0.3 ,	47 ,	0.316
0.3 ,	39 ,	0.38
0.3 ,	57 ,	0.202
0.3 ,	46 ,	0.483
0.3 ,	55 ,	0.73
0.3 ,	51 ,	0.222
0.3 ,	44 ,	0.1
0.3 ,	52 ,	0.305
0.3 ,	39 ,	0.295
0.3 ,	44 ,	0.143
0.3 ,	47 ,	0.193
0.3 ,	49 ,	0.372
0.3 ,	50 ,	0.332
0.3 ,	52 ,	0.298
0.3 ,	42 ,	0.102
0.3 ,	56 ,	0.257
0.3 ,	43 ,	0.168
0.3 ,	40 ,	0.084
0.3 ,	54 ,	0.332
0.3 ,	51 ,	0.47
0.3 ,	49 ,	0.74
0.3 ,	51 ,	0.164
0.3 ,	38 ,	0.139
0.3 ,	56 ,	0.427
0.3 ,	57 ,	0.292
0.3 ,	48 ,	0.224
0.3 ,	42 ,	0.117
0.3 ,	39 ,	0.114
0.3 ,	44 ,	0.145
0.3 ,	46 ,	0.203
0.3 ,	41 ,	0.228
0.3 ,	44 ,	0.141
0.3 ,	49 ,	0.131
0.3 ,	48 ,	0.253
0.3 ,	40 ,	0.113
0.3 ,	45 ,	0.186
0.3 ,	43 ,	0.154
0.3 ,	52 ,	0.972
0.3 ,	55 ,	0.499
0.3 ,	61 ,	0.663
0.3 ,	53 ,	0.477
0.3 ,	49 ,	0.229
0.3 ,	53 ,	0.371
0.3 ,	41 ,	0.216
0.3 ,	38 ,	0.124
0.3 ,	44 ,	0.146
0.3 ,	47 ,	0.152
0.3 ,	51 ,	0.285
0.3 ,	44 ,	0.318
0.3 ,	43 ,	0.221
0.3 ,	45 ,	0.458
0.3 ,	49 ,	0.129
0.3 ,	65 ,	0.475
0.3 ,	49 ,	0.179
0.3 ,	48 ,	0.223
0.3 ,	49 ,	0.138
0.3 ,	46 ,	0.265
0.3 ,	46 ,	0.149
0.3 ,	46 ,	0.223
0.3 ,	41 ,	0.12
0.3 ,	53 ,	1.005
0.3 ,	41 ,	0.09
0.3 ,	42 ,	0.23
0.3 ,	37 ,	0.086
0.3 ,	46 ,	0.473
0.3 ,	44 ,	0.294
0.3 ,	66 ,	1.609
0.3 ,	44 ,	0.119
0.3 ,	52 ,	0.321
0.3 ,	56 ,	0.255
0.3 ,	48 ,	0.245
0.3 ,	47 ,	0.196
0.3 ,	37 ,	0.149
0.3 ,	45 ,	0.159
0.3 ,	41 ,	0.164
0.3 ,	43 ,	0.186
0.3 ,	44 ,	0.199
0.3 ,	41 ,	0.133
0.3 ,	53 ,	0.353
0.3 ,	45 ,	0.225
0.3 ,	43 ,	0.132
0.3 ,	43 ,	0.247
0.3 ,	42 ,	0.386
0.3 ,	44 ,	0.158
0.3 ,	41 ,	0.162
0.3 ,	43 ,	0.261
0.3 ,	47 ,	0.475
0.3 ,	40 ,	0.122
0.3 ,	51 ,	0.307
0.3 ,	61 ,	0.256
0.3 ,	41 ,	0.232
0.3 ,	56 ,	0.279
0.3 ,	61 ,	0.328
0.3 ,	47 ,	0.363
0.3 ,	41 ,	0.799
0.3 ,	52 ,	0.378
0.3 ,	53 ,	0.246
0.3 ,	47 ,	0.246
0.3 ,	43 ,	0.296
0.3 ,	53 ,	0.281
0.3 ,	50 ,	0.482
0.3 ,	50 ,	0.347
0.3 ,	59 ,	0.829
0.3 ,	47 ,	0.291
0.3 ,	44 ,	0.24
0.3 ,	58 ,	0.385
0.3 ,	45 ,	0.205
0.3 ,	48 ,	0.172
0.3 ,	40 ,	0.099
0.3 ,	52 ,	0.301
0.3 ,	50 ,	0.216
0.3 ,	42 ,	0.192
0.3 ,	52 ,	0.307
0.3 ,	47 ,	0.328
0.3 ,	46 ,	0.179
0.3 ,	41 ,	0.297
0.3 ,	42 ,	0.187
0.3 ,	57 ,	0.251
0.3 ,	43 ,	0.268
0.3 ,	39 ,	0.269
0.3 ,	39 ,	0.116
0.3 ,	54 ,	0.403
0.3 ,	40 ,	0.171
0.3 ,	53 ,	0.47
0.3 ,	41 ,	0.173
0.3 ,	46 ,	0.313
0.3 ,	53 ,	0.403
0.3 ,	60 ,	0.566
0.3 ,	49 ,	0.256
0.3 ,	50 ,	0.272
0.3 ,	51 ,	0.27
0.3 ,	50 ,	0.215
0.3 ,	46 ,	0.255
0.3 ,	54 ,	0.227
0.3 ,	44 ,	0.167
0.3 ,	43 ,	0.125
0.3 ,	40 ,	0.091
0.3 ,	47 ,	0.307
0.3 ,	58 ,	0.449
0.3 ,	51 ,	0.257
0.3 ,	58 ,	0.291
0.3 ,	42 ,	1.119
0.3 ,	46 ,	0.255
0.3 ,	43 ,	0.338
0.3 ,	45 ,	0.223
0.3 ,	43 ,	0.354
0.3 ,	63 ,	0.387
0.3 ,	44 ,	0.157
0.3 ,	68 ,	0.378
0.3 ,	49 ,	0.231
0.3 ,	53 ,	0.223
0.3 ,	49 ,	0.171
0.3 ,	48 ,	0.227
0.3 ,	46 ,	0.175
0.3 ,	52 ,	0.431
0.3 ,	57 ,	0.222
0.3 ,	56 ,	0.247
